wavenumber, 25C 0_ MeOH, 25C 20MeOH 1WEEK, 50C 0_ MeOH 4WEEK, 50C 0_MeOH 1WEEK, 50C 10_MeOH 4WEEK, 50C 20MeOH 1WEEK, 50C 20_MeOH 4WEEK, 80C 0_ MeOH 4WEEK, 80C 0_MeOH 1WEEK, 80C 10MeOH 4WEEK, 80C 10_MeOH 1WEEK, 80C 20_MeOH 1WEEK, 80C 20_MeOH 4WEEK
1222.648,0.0464747,0.04718105,0.04485799,0.04581831,0.04456696,0.04703806,0.04412327,0.04266311,0.0433046,0.0395896,0.04330844,0.04227566,0.04124726
1224.576,0.04691364,0.04756983,0.04482279,0.045991,0.04489734,0.04741747,0.04430823,0.04283955,0.04356071,0.03989463,0.04298922,0.04246061,0.04121903
1226.505,0.04740539,0.04783991,0.0452091,0.04608457,0.04519013,0.04764001,0.0444427,0.0429462,0.04372558,0.04034206,0.04341092,0.04253932,0.04127277
1228.433,0.0475492,0.04794235,0.04574914,0.04637204,0.04530339,0.0477272,0.04454057,0.04294902,0.04400826,0.04034355,0.043683,0.04276821,0.04150486
1230.362,0.04780107,0.04822039,0.04588769,0.04655757,0.04558604,0.04796056,0.04469519,0.04321719,0.04409184,0.04031741,0.04352906,0.04297111,0.0416223
1232.29,0.04810145,0.04812488,0.04603406,0.0466679,0.04582664,0.04805307,0.04489285,0.04363141,0.04372858,0.04050491,0.04372671,0.04305277,0.04180194
1234.219,0.04824938,0.04795515,0.04605643,0.04670922,0.04582214,0.04830123,0.04534189,0.04372063,0.04374551,0.04038908,0.04407357,0.04302214,0.04197373
1236.147,0.04837615,0.04822991,0.04590736,0.04659224,0.04567569,0.04859851,0.04558372,0.04368351,0.04402686,0.04031857,0.04445764,0.04329164,0.04193775
1238.076,0.04855697,0.04864146,0.04614647,0.04656963,0.04575554,0.04875114,0.04575355,0.04365786,0.04422102,0.04044184,0.04466915,0.04353426,0.04195687
1240.004,0.04843171,0.04873442,0.04624845,0.04680129,0.04606085,0.04886807,0.04558652,0.04371429,0.04447911,0.04049272,0.04458374,0.04348735,0.04215819
1241.933,0.04820095,0.04881861,0.04641338,0.0468,0.04603281,0.04892425,0.04511803,0.04367201,0.0443075,0.04024801,0.04446894,0.04350233,0.04230955
1243.861,0.04816497,0.04874532,0.04657568,0.04668166,0.04609312,0.04899487,0.04504874,0.04409741,0.04451153,0.04058552,0.04451009,0.04326836,0.04246674
1245.79,0.04849902,0.04876382,0.04657273,0.04717536,0.04627112,0.04928476,0.04521443,0.04422091,0.04472593,0.04087069,0.04444604,0.04328812,0.04239919
1247.718,0.0485317,0.04870988,0.04652275,0.0473358,0.04632939,0.04921561,0.0453284,0.04386693,0.04465329,0.04079999,0.04451666,0.04368483,0.0420137
1249.646,0.04830286,0.04828793,0.04661765,0.04714131,0.04608722,0.04865291,0.04512612,0.04338562,0.04463224,0.0405211,0.04445404,0.04396899,0.04203487
1251.575,0.04835574,0.04804641,0.04649004,0.04708791,0.04617492,0.04847205,0.04498409,0.04338254,0.04419854,0.04027963,0.04407827,0.04362874,0.04193625
1253.503,0.04845664,0.04801691,0.04624778,0.04675509,0.04616003,0.04850747,0.04497465,0.04351471,0.04373719,0.04026953,0.04386649,0.0433397,0.04145204
1255.432,0.048386,0.04784893,0.04619641,0.04628848,0.04581378,0.0480483,0.04492104,0.04392471,0.0438302,0.04017259,0.04385979,0.0433184,0.04110479
1257.36,0.04831148,0.04757224,0.04603546,0.04602699,0.04603775,0.04793103,0.04485185,0.04380895,0.04393706,0.03999787,0.04353075,0.04305105,0.04092409
1259.289,0.04819414,0.0474021,0.04627524,0.04607614,0.04617725,0.04790705,0.04504437,0.04340257,0.04371711,0.03980097,0.04320525,0.04295681,0.04065381
1261.217,0.04816034,0.04736145,0.04642853,0.04623028,0.04582642,0.04749412,0.04495988,0.04293658,0.04308281,0.03972493,0.04301805,0.04254743,0.04016884
1263.146,0.04759693,0.047331,0.04609445,0.04590861,0.04498924,0.04722903,0.04470107,0.04259231,0.04234385,0.03930433,0.04280632,0.0422383,0.03992947
1265.074,0.04703488,0.04769056,0.04580613,0.04535245,0.04449971,0.04748884,0.04486853,0.0424518,0.04267594,0.03860885,0.0430494,0.04274288,0.03990629
1267.003,0.04741126,0.0482295,0.04599454,0.04558942,0.04511193,0.04775846,0.04528342,0.04293128,0.04321697,0.03858622,0.04352903,0.04330555,0.04011164
1268.931,0.04813732,0.04913317,0.04673062,0.0465496,0.0458755,0.0482171,0.04578315,0.04369212,0.043889,0.03914531,0.044166,0.04370223,0.04080058
1270.86,0.04876648,0.04973613,0.04732313,0.04727743,0.0466541,0.04885135,0.04637806,0.04432023,0.04443495,0.03976887,0.04482874,0.04436416,0.0415722
1272.788,0.04940072,0.04986043,0.04744608,0.04770394,0.04734249,0.04932039,0.04671254,0.04478422,0.04480163,0.04008123,0.04503474,0.04495778,0.04216531
1274.717,0.05017589,0.05011933,0.04757856,0.04829989,0.0474344,0.04940072,0.04691113,0.04488992,0.04513586,0.04069613,0.04518906,0.04511211,0.04268233
1276.645,0.05035933,0.0503065,0.04790228,0.04873175,0.04712074,0.04944572,0.04657,0.04481658,0.04503823,0.04091616,0.04528621,0.04538559,0.04253563
1278.573,0.05026747,0.05035977,0.04797192,0.04861014,0.04685871,0.04962331,0.04618214,0.04498693,0.04474014,0.04058988,0.04514517,0.04529927,0.04230532
1280.502,0.05015641,0.0501914,0.0480688,0.04843652,0.04679989,0.04964853,0.04621959,0.04501787,0.04484017,0.04068081,0.04504639,0.04485986,0.04228943
1282.43,0.04979811,0.05000124,0.04789884,0.04820888,0.04659168,0.04938364,0.04597542,0.04450437,0.04482849,0.04073288,0.04471976,0.04432923,0.04193355
1284.359,0.04940882,0.04945326,0.047395,0.04784435,0.04620525,0.04892025,0.04540604,0.04412606,0.04443694,0.0404948,0.04438768,0.04385979,0.04159488
1286.287,0.04898867,0.04888747,0.04675837,0.04755738,0.04569907,0.04844145,0.04510524,0.04397662,0.04382841,0.04020868,0.04401171,0.04319654,0.04150938
1288.216,0.04836578,0.04875422,0.04649627,0.04704053,0.04533082,0.04814509,0.04504062,0.04362262,0.04354243,0.04013432,0.04360141,0.04272032,0.04135917
1290.144,0.04798176,0.048425,0.04600275,0.04650317,0.04510704,0.0476494,0.0444761,0.04338104,0.04337075,0.04005833,0.04342194,0.04228983,0.04100926
1292.073,0.04757589,0.04760163,0.04520675,0.04601391,0.04468615,0.04711453,0.0439591,0.04301355,0.04306898,0.0397241,0.04301088,0.04212777,0.0404537
1294.001,0.04677985,0.04697931,0.04478168,0.04550475,0.04406011,0.046596,0.04336109,0.04235437,0.0424712,0.03952866,0.04212248,0.04182365,0.04025339
1295.93,0.04629058,0.04644741,0.04412272,0.04504551,0.04346435,0.04611902,0.04285846,0.04190246,0.04220039,0.0392414,0.04163463,0.04137779,0.04018556
1297.858,0.04574994,0.04587686,0.04330844,0.04466467,0.04300195,0.04596397,0.04224443,0.04177465,0.04195114,0.03898884,0.04115953,0.04108843,0.0397408
1299.787,0.04498509,0.04542966,0.04288344,0.04429741,0.04263032,0.04558519,0.04161808,0.041436,0.04164553,0.03883232,0.04079181,0.04093662,0.03936201
1301.715,0.04429748,0.04490575,0.04278573,0.04368527,0.0420821,0.04501721,0.04127834,0.04086642,0.04128873,0.0387929,0.04064609,0.04023794,0.03919364
1303.644,0.04369249,0.04445613,0.0424772,0.04321217,0.04129889,0.04446322,0.04096174,0.04039668,0.04077499,0.03850203,0.0402928,0.03932769,0.03894857
1305.572,0.04341154,0.04410489,0.04187104,0.04263098,0.04102506,0.04393435,0.04045217,0.04001063,0.04024201,0.03809411,0.03968932,0.03903172,0.03877022
1307.5,0.04310403,0.04373668,0.04134317,0.04237041,0.04076727,0.04340832,0.040043,0.0396349,0.04005317,0.03788278,0.03940566,0.03841493,0.03855149
1309.429,0.04272266,0.04338445,0.04089788,0.0421722,0.04007436,0.04303426,0.03967055,0.03938022,0.03995991,0.03768553,0.03918019,0.03801411,0.03826238
1311.357,0.04232581,0.04321352,0.04064198,0.04166629,0.03980315,0.04277085,0.03935537,0.03917772,0.03971644,0.0374978,0.03894227,0.0380654,0.03797968
1313.286,0.04183897,0.04306345,0.0403882,0.04119217,0.03959229,0.04257013,0.0392302,0.03889961,0.03952779,0.03758815,0.03856746,0.03776356,0.03772232
1315.214,0.0418258,0.04272076,0.04037457,0.0411163,0.0394071,0.04258606,0.03909208,0.03872168,0.03933788,0.03750864,0.03807617,0.03767863,0.03783303
1317.143,0.04206067,0.04265773,0.04051593,0.0411756,0.03934278,0.04242382,0.03879515,0.0387052,0.03913312,0.03721174,0.03788007,0.03784468,0.0377607
1319.071,0.04197322,0.04284969,0.04017978,0.04099069,0.03923665,0.04204541,0.0385583,0.03850841,0.03904821,0.03717084,0.03788021,0.03766049,0.03754274
1321,0.04178629,0.04278167,0.04000659,0.04094379,0.0391688,0.04193534,0.03851181,0.03844661,0.03859933,0.03713734,0.03793976,0.03724711,0.03736775
1322.928,0.04171085,0.04275326,0.03981368,0.04127189,0.03925377,0.04200942,0.03865304,0.03846742,0.03839662,0.03693625,0.03798066,0.0370651,0.03722293
1324.857,0.04167599,0.04272167,0.04005957,0.04113517,0.03944607,0.04195796,0.03860893,0.03819215,0.03862497,0.03668232,0.0380756,0.03710111,0.03711681
1326.785,0.04160815,0.0421035,0.04014442,0.04086522,0.03938087,0.04192304,0.03843423,0.03806721,0.03868875,0.03675472,0.03803794,0.03724809,0.03709259
1328.714,0.04143119,0.04171957,0.03980907,0.04089158,0.03939027,0.0420621,0.03843064,0.03812356,0.03885109,0.03700621,0.03784554,0.03726751,0.03699329
1330.642,0.04137152,0.04205845,0.03969498,0.04093614,0.03935515,0.04206126,0.03835868,0.0382461,0.03902715,0.03694855,0.03756738,0.03714709,0.03710403
1332.571,0.04121254,0.04256801,0.03988374,0.04068528,0.03930585,0.04181792,0.03842398,0.0382803,0.03881917,0.0370415,0.03773992,0.0370543,0.03710826
1334.499,0.04107488,0.04266201,0.04012886,0.04040908,0.03899438,0.04169922,0.03832951,0.03820945,0.03847054,0.03707664,0.03788133,0.03706091,0.03705347
1336.427,0.0410377,0.04213128,0.04009115,0.0405379,0.03894375,0.04172698,0.03806684,0.03793351,0.03848448,0.03668347,0.03765908,0.03694751,0.03705044
1338.356,0.0412273,0.0419618,0.03985014,0.04056162,0.03901508,0.04185495,0.03808232,0.03786507,0.03861979,0.03655849,0.03756832,0.03701165,0.03695735
1340.284,0.04128716,0.04231883,0.03995116,0.04033417,0.03891998,0.04211828,0.03830765,0.0378758,0.0388554,0.03664201,0.0378292,0.03690966,0.03698348
1342.213,0.04118809,0.04252094,0.04006153,0.04051775,0.03900613,0.04230959,0.03854291,0.03785498,0.03894752,0.03651275,0.0379325,0.03693834,0.0371045
1344.141,0.04098785,0.04268658,0.04021515,0.04090352,0.0391729,0.04229918,0.03868987,0.03820554,0.03879141,0.036404,0.03786188,0.03713189,0.03716987
1346.07,0.04125422,0.042998,0.04038369,0.04092187,0.03940134,0.04244216,0.03886388,0.03824013,0.03882264,0.03667352,0.03793705,0.03734691,0.03721444
1347.998,0.04170064,0.04297667,0.04038995,0.04083002,0.03958477,0.04261076,0.03894484,0.0383095,0.03905162,0.03716932,0.03805176,0.03776797,0.03719928
1349.927,0.04204169,0.04335245,0.04058857,0.0411002,0.03954333,0.04269433,0.03886823,0.03864185,0.03908661,0.03721246,0.03804894,0.03788643,0.03739988
1351.855,0.04232833,0.04399583,0.04051582,0.04155317,0.03977101,0.04311574,0.03871556,0.03890591,0.03924304,0.037253,0.03838724,0.03802326,0.03757518
1353.784,0.0424099,0.04430214,0.04054234,0.04182179,0.04014707,0.04360097,0.03921464,0.03906612,0.03947964,0.03736843,0.03880391,0.03831413,0.03767043
1355.712,0.0426471,0.04443851,0.04084433,0.04204078,0.04041613,0.04417286,0.04001648,0.03917399,0.03955385,0.03747331,0.03907232,0.03889385,0.03803451
1357.641,0.0432166,0.04488389,0.04143148,0.04221288,0.04077477,0.04490865,0.04073634,0.0394599,0.03988617,0.03754953,0.03942452,0.03937453,0.03838257
1359.569,0.04381558,0.04558916,0.04197997,0.04274171,0.04124631,0.0456415,0.04112766,0.03983271,0.04042071,0.03766916,0.03962841,0.03974628,0.03863196
1361.498,0.0440922,0.04581894,0.04226737,0.04311622,0.04191279,0.04610218,0.04122547,0.04016721,0.04056362,0.03784113,0.0400309,0.04000797,0.03889823
1363.426,0.04424773,0.04579258,0.04245392,0.04354749,0.04209762,0.04618561,0.0413599,0.04030279,0.04052957,0.0380994,0.04041522,0.04034282,0.03921841
1365.354,0.04420951,0.04598735,0.0424556,0.04376369,0.04202242,0.04623702,0.04160181,0.04036148,0.04064715,0.03829177,0.04036082,0.04057832,0.03962042
1367.283,0.04433205,0.04588246,0.04226069,0.04350595,0.04239481,0.04619578,0.04193545,0.04041591,0.04082111,0.03829274,0.04042122,0.04079759,0.03982305
1369.211,0.04438251,0.04581283,0.04230225,0.04333257,0.04248242,0.04611,0.04251874,0.04057788,0.04099859,0.03829937,0.04066887,0.04116409,0.03982951
1371.14,0.0444144,0.04605856,0.04238878,0.04328666,0.0423654,0.04611475,0.04278076,0.04042933,0.04107995,0.03837526,0.04081273,0.04160469,0.03984288
1373.068,0.04451839,0.04617308,0.04248666,0.04312657,0.04244208,0.04611913,0.04269253,0.04020457,0.04096553,0.03859567,0.04105434,0.04187816,0.04007603
1374.997,0.04454178,0.04615031,0.04251534,0.04313583,0.04256629,0.04628593,0.04282676,0.04039493,0.04096378,0.03851959,0.04128639,0.0419388,0.04018051
1376.925,0.0440211,0.04587712,0.0423958,0.0431381,0.04249923,0.04626949,0.04302072,0.04044421,0.04102113,0.03844107,0.04102284,0.0417539,0.04024619
1378.854,0.04388845,0.04580211,0.04233794,0.04300766,0.0423291,0.04610657,0.04262765,0.04038217,0.0409696,0.03827281,0.04053983,0.04134652,0.0400716
1380.782,0.04406147,0.04588979,0.0426377,0.04311398,0.04221518,0.04606372,0.04219806,0.04040518,0.04106032,0.03816509,0.04042122,0.04103311,0.03967171
1382.711,0.04405615,0.04600378,0.04280156,0.04339001,0.04197202,0.04597977,0.04195479,0.04036246,0.0410585,0.0384103,0.04007948,0.04084753,0.0395103
1384.639,0.04402942,0.04598415,0.04274792,0.04329427,0.0417454,0.04611921,0.04180709,0.04018785,0.04082314,0.0386559,0.03973793,0.04058228,0.03941832
1386.568,0.04389351,0.04602736,0.04275385,0.04294368,0.04170283,0.04610067,0.04176987,0.04002461,0.04069758,0.03846847,0.03948236,0.04077917,0.03915992
1388.496,0.04380173,0.04592315,0.04254451,0.04300397,0.04149699,0.04615664,0.04175346,0.03986703,0.04056635,0.03816042,0.03923252,0.0408483,0.03928641
1390.425,0.04397526,0.04555399,0.04242228,0.04319878,0.04151908,0.04611678,0.04172781,0.0398074,0.04048869,0.0378279,0.03932813,0.04052917,0.03918385
1392.353,0.04372884,0.04537522,0.04242283,0.04293538,0.04157275,0.04583691,0.04146596,0.03992613,0.04043537,0.03771358,0.03941686,0.04039846,0.03895618
1394.281,0.04341315,0.04502739,0.04239974,0.04279739,0.04137425,0.04574527,0.04123196,0.03959142,0.04038108,0.03785317,0.03916558,0.0404641,0.03903955
1396.21,0.04333315,0.0449529,0.04204366,0.04276332,0.04120431,0.04575064,0.04116179,0.03928975,0.04042824,0.0378433,0.03908396,0.04059611,0.03940159
1398.138,0.04332722,0.04521914,0.04182832,0.04253588,0.04106986,0.04562939,0.04123192,0.03940384,0.04030846,0.03776739,0.03915771,0.04037028,0.03947905
1400.067,0.04336244,0.04524083,0.04182139,0.04263898,0.04072546,0.04560919,0.04121921,0.03943272,0.04024372,0.03763534,0.03895586,0.0403081,0.03956942
1401.995,0.04362467,0.04531979,0.04184236,0.04279304,0.040747,0.04566119,0.04144792,0.03946008,0.04016652,0.03777777,0.03908153,0.04049112,0.03965352
1403.924,0.04354902,0.04546984,0.04194829,0.04242692,0.04114281,0.04576692,0.04196822,0.03940765,0.04005953,0.0380782,0.03911819,0.04055707,0.03937931
1405.852,0.0431804,0.04536293,0.04185568,0.04202311,0.04126679,0.04570208,0.04219426,0.03937032,0.04015038,0.03820319,0.03924238,0.0403037,0.03917442
1407.781,0.04313499,0.04524407,0.04199234,0.0420571,0.04118281,0.04549791,0.04177805,0.03936393,0.04011149,0.03793517,0.0391345,0.04016724,0.03938744
1409.709,0.043208,0.0453224,0.04200096,0.04215286,0.04105638,0.04537411,0.04134324,0.03927321,0.03995003,0.03783152,0.03889457,0.04037457,0.03936919
1411.638,0.04290282,0.04562832,0.04164046,0.04204374,0.04094626,0.04540038,0.04137921,0.03914727,0.03989768,0.03798738,0.03895321,0.04061211,0.0395099
1413.566,0.04266263,0.04557621,0.04154967,0.04195045,0.04075807,0.04536989,0.04146254,0.039077,0.03960782,0.03797799,0.0390223,0.04052542,0.03958888
1415.495,0.04260572,0.0450153,0.04141526,0.04196673,0.04077357,0.045107,0.04127652,0.03905586,0.03945641,0.03774393,0.03901776,0.04050935,0.03952594
1417.423,0.04267481,0.04469739,0.04106152,0.04178399,0.04073736,0.04489454,0.0410527,0.03903886,0.03948816,0.03756312,0.03875316,0.04027316,0.03948972
1419.352,0.04266501,0.04480284,0.04094535,0.04180369,0.04060022,0.04474062,0.04099269,0.03900877,0.03948011,0.03749375,0.03867908,0.04021108,0.03945721
1421.28,0.04279889,0.04480703,0.04103136,0.041791,0.04072171,0.04467216,0.04090647,0.03892697,0.03942659,0.03754025,0.03885246,0.04028833,0.03957116
1423.208,0.04275608,0.04452566,0.04094998,0.04179373,0.04074285,0.04462644,0.0408677,0.03891291,0.03954696,0.03771986,0.03891103,0.04006084,0.03937986
1425.137,0.04254418,0.04416883,0.04085652,0.0417686,0.04055736,0.04450778,0.04090625,0.03896724,0.03966921,0.03777957,0.0389066,0.03977403,0.03920739
1427.065,0.04244296,0.04426861,0.04093203,0.04156331,0.04047705,0.04421593,0.04079344,0.03885439,0.03942452,0.03784319,0.03887091,0.03963711,0.03906975
1428.994,0.04220423,0.04427686,0.04060764,0.04119436,0.0404617,0.04430614,0.0408484,0.03876222,0.03906841,0.0376653,0.03917072,0.03966191,0.03882558
1430.922,0.04208498,0.0438982,0.04016376,0.04118292,0.04038431,0.04423731,0.04089573,0.03866198,0.03907508,0.03769074,0.03942844,0.03981343,0.03883377
1432.851,0.04202906,0.043776,0.04010484,0.04110093,0.04029883,0.04389285,0.04066247,0.03842264,0.03897296,0.03780748,0.03946577,0.03977159,0.0390054
1434.779,0.04162727,0.0435702,0.0402366,0.04085933,0.04001633,0.04388786,0.04053506,0.03837446,0.03902686,0.03753779,0.03959171,0.03968946,0.0390489
1436.708,0.04133694,0.04320855,0.04014213,0.04085656,0.0401856,0.04399719,0.04074016,0.03830794,0.03898884,0.03734933,0.03976495,0.04001506,0.0391233
1438.636,0.04150993,0.04314135,0.03981637,0.04106614,0.04055056,0.04414564,0.04116755,0.0381885,0.03872831,0.03772229,0.03982639,0.04062954,0.03912384
1440.565,0.04133406,0.04339847,0.03956968,0.04084265,0.04068233,0.0440556,0.04162249,0.03805126,0.03863609,0.03796609,0.03975213,0.0410692,0.03935269
1442.493,0.04101436,0.04369861,0.03953806,0.04064751,0.04078918,0.04417172,0.04197191,0.03795705,0.03852919,0.0380841,0.03995501,0.04118292,0.03975692
1444.422,0.04087698,0.04390814,0.03934325,0.04042246,0.04076243,0.04447886,0.04218433,0.03785964,0.03845479,0.03815366,0.04010691,0.04121392,0.03978997
1446.35,0.04091218,0.04394916,0.03903208,0.04036348,0.04047716,0.04465472,0.04223406,0.03784164,0.0382791,0.0380042,0.03987538,0.04134353,0.03980754
1448.279,0.04097641,0.04398128,0.03910626,0.04031919,0.04058705,0.0448232,0.04242425,0.03791449,0.03821668,0.03793767,0.03992747,0.0415605,0.0398954
1450.207,0.04103085,0.04387038,0.03929189,0.04021925,0.04089704,0.04475538,0.04254911,0.03792505,0.03828239,0.03794544,0.03993731,0.04150136,0.03977577
1452.135,0.04080487,0.0433787,0.03894756,0.04000685,0.04062416,0.04457926,0.04213003,0.0376907,0.03822121,0.03789435,0.03965868,0.04091546,0.03957799
1454.064,0.04050254,0.0428483,0.03841377,0.03972021,0.0400624,0.04409697,0.04135454,0.0372812,0.03795433,0.03749213,0.03933857,0.04026121,0.0391931
1455.992,0.04031439,0.04261998,0.03839828,0.03960532,0.03946861,0.0437218,0.04073332,0.03703334,0.03784768,0.03705813,0.0389664,0.03986925,0.0387428
1457.921,0.04011491,0.04250234,0.0383686,0.03954688,0.03907979,0.04367468,0.04070584,0.0370931,0.03782201,0.03706993,0.038457,0.03964256,0.03851243
1459.849,0.03985668,0.04231218,0.03805993,0.03941153,0.03928137,0.04342458,0.04063904,0.03711537,0.03776515,0.03695793,0.03817612,0.0395299,0.03845247
1461.778,0.03980878,0.04206776,0.03797028,0.03933451,0.03899758,0.04311676,0.04031145,0.03722072,0.03762999,0.03687446,0.03816216,0.03921341,0.03828131
1463.706,0.03964677,0.04180785,0.0380105,0.03927658,0.038591,0.04301717,0.03988159,0.03715784,0.03747772,0.03709562,0.03796066,0.0386396,0.03806717
1465.635,0.03932356,0.04181183,0.03762533,0.03908835,0.03864427,0.04300982,0.03975645,0.03706885,0.03731806,0.03719658,0.03779591,0.038208,0.03791597
1467.563,0.0387454,0.04151788,0.03704254,0.03868078,0.03841917,0.04255419,0.03940631,0.03684037,0.03697713,0.03688369,0.03749961,0.03799209,0.03776743
1469.492,0.03815377,0.04092289,0.0369527,0.03835434,0.03805122,0.04199173,0.03869433,0.03647718,0.03643354,0.03684795,0.03725809,0.03785624,0.03753588
1471.42,0.03804728,0.04058243,0.03669779,0.03818517,0.03759928,0.0414106,0.03842739,0.03627229,0.03634106,0.03672036,0.0370817,0.03765373,0.0374135
1473.349,0.03815952,0.04030269,0.03628479,0.03793344,0.0373051,0.04090556,0.03821766,0.03628233,0.03619431,0.03643751,0.03685476,0.03749043,0.03708722
1475.277,0.03788777,0.0397131,0.03623836,0.03760279,0.03706001,0.04036362,0.03791644,0.03621102,0.03614026,0.03612949,0.03661948,0.03715286,0.0367064
1477.206,0.03749278,0.0391399,0.03608088,0.03733669,0.03662229,0.0397566,0.03769699,0.03604992,0.03615099,0.03602501,0.03640266,0.03667673,0.0365967
1479.134,0.0371886,0.03881457,0.03585901,0.03708714,0.03644976,0.03936226,0.03719568,0.03567149,0.03593531,0.03589366,0.03617076,0.03618044,0.03638184
1481.063,0.03703016,0.03824393,0.03549602,0.0368825,0.03610824,0.03911256,0.03635219,0.035406,0.03588819,0.0358535,0.03619233,0.03585004,0.03592778
1482.991,0.03685264,0.0377688,0.03531624,0.03681844,0.03574908,0.03851232,0.03573214,0.03535686,0.0361112,0.03595888,0.03589395,0.03551023,0.03528106
1484.919,0.03644878,0.03745409,0.03514028,0.03658419,0.03547934,0.03794193,0.03527326,0.03539644,0.03608355,0.03593534,0.03546205,0.0349321,0.03488309
1486.848,0.03625359,0.03708231,0.0350634,0.03643178,0.03513546,0.03753288,0.03491123,0.03539586,0.0358119,0.03587167,0.03500568,0.03450581,0.03498349
1488.776,0.03628677,0.03702385,0.03504185,0.03638905,0.03497041,0.03733712,0.03458015,0.03526252,0.03584616,0.03592472,0.03472359,0.03411668,0.03506933
1490.705,0.03605013,0.03700097,0.03483821,0.03622211,0.03482352,0.03731582,0.03432408,0.03525091,0.03594131,0.03594887,0.03484384,0.0340764,0.03503826
1492.633,0.03591727,0.03677088,0.03465902,0.03611077,0.03501685,0.03703031,0.03447274,0.03537595,0.03605337,0.03601737,0.03502993,0.03407615,0.0349414
1494.562,0.03594088,0.03670103,0.03470876,0.03623908,0.03498855,0.03673983,0.03467359,0.03549387,0.03616536,0.03617951,0.03534151,0.03396707,0.03510705
1496.49,0.03607833,0.03694913,0.0349553,0.03645192,0.03512889,0.03685195,0.03468231,0.03576574,0.03626829,0.03630928,0.03540169,0.03418041,0.03521487
1498.419,0.03638213,0.03719607,0.03513927,0.03659125,0.0355432,0.03721697,0.0347831,0.03618516,0.03653063,0.0365976,0.03549915,0.03448099,0.0352324
1500.347,0.03686598,0.03749531,0.0352973,0.03702021,0.03566264,0.03781286,0.03506401,0.03632412,0.03668913,0.03689877,0.03614782,0.03453613,0.03554928
1502.276,0.03742108,0.0378822,0.03578434,0.03741657,0.03598105,0.03836248,0.03529421,0.03652648,0.03718015,0.03722632,0.03663415,0.03460939,0.03602752
1504.204,0.03791934,0.03819805,0.03623493,0.03782432,0.03622852,0.03898768,0.03548153,0.03697121,0.03767595,0.03751063,0.03686064,0.03497846,0.03642922
1506.133,0.03823068,0.03830657,0.03652191,0.03812732,0.03619744,0.03941636,0.03583968,0.03733976,0.0379577,0.03784532,0.03725148,0.03531538,0.03671646
1508.061,0.03860335,0.03841844,0.03689531,0.03872983,0.03660437,0.03954213,0.03606759,0.03757576,0.03832477,0.03814707,0.03790422,0.03574167,0.0370459
1509.99,0.0392587,0.03898648,0.03740917,0.03945213,0.03745468,0.04003315,0.03669797,0.03800084,0.03882652,0.03877772,0.03859502,0.03634404,0.03749148
1511.918,0.03983206,0.03995334,0.03815927,0.03985065,0.03813419,0.04080778,0.03742282,0.0385281,0.03925025,0.03927691,0.03937692,0.03664936,0.03786178
1513.846,0.04010677,0.04061146,0.03875634,0.04026531,0.03855935,0.04138708,0.0380565,0.03878362,0.03966111,0.03962463,0.03977475,0.03691911,0.0381024
1515.775,0.04003254,0.04105529,0.03882464,0.04042999,0.03847767,0.04142572,0.03820116,0.03890555,0.03985381,0.03966935,0.03969883,0.03699643,0.03838044
1517.703,0.04010201,0.04111939,0.03836817,0.04043897,0.03831894,0.04092777,0.03800232,0.03878975,0.03953222,0.03936357,0.03936774,0.03695422,0.03833139
1519.632,0.03965672,0.0405722,0.03806699,0.03995802,0.03793058,0.04045744,0.03740866,0.0384212,0.03902371,0.03908414,0.03885138,0.03657586,0.03762566
1521.56,0.03909215,0.03987175,0.0376516,0.03912845,0.03732838,0.03980776,0.03643833,0.03818014,0.0385922,0.03884163,0.03807802,0.03585048,0.03689523
1523.489,0.0386207,0.03922639,0.03706928,0.03861287,0.03678815,0.03869248,0.035608,0.03782403,0.03831648,0.03842992,0.0373875,0.03531941,0.0366074
1525.417,0.0378988,0.03840621,0.0365825,0.03806037,0.03617753,0.03800232,0.03498647,0.03742488,0.03786908,0.03800189,0.03664176,0.03508575,0.03625755
1527.346,0.03706611,0.0376507,0.03641319,0.03751402,0.03556384,0.03771,0.03426825,0.03698788,0.03738977,0.03752219,0.03609391,0.03467786,0.03601712
1529.274,0.03643387,0.03718405,0.0361982,0.03723394,0.03515084,0.03732004,0.0337896,0.03682295,0.0371951,0.03745829,0.0359448,0.03445735,0.03573268
1531.203,0.03634981,0.03680153,0.03600207,0.03707134,0.03498783,0.03711905,0.03394367,0.03680369,0.03695259,0.03744337,0.03589917,0.03433767,0.03536096
1533.131,0.0365502,0.036743,0.03606612,0.03698961,0.03504577,0.03712706,0.03432472,0.03714799,0.03690728,0.03762461,0.03599347,0.03425885,0.03545137
1535.06,0.03652256,0.03672584,0.03629181,0.03687193,0.03517017,0.03718304,0.03445261,0.0372465,0.03727618,0.03767209,0.03605838,0.03416428,0.03549013
1536.988,0.03679331,0.03671567,0.03655542,0.0370918,0.03535909,0.03729372,0.03444469,0.03735178,0.03747158,0.03789543,0.03643347,0.0344515,0.03551023
1538.917,0.03720567,0.03695541,0.03684784,0.03780321,0.03613334,0.03742961,0.03469642,0.03791297,0.03787446,0.03830635,0.0369281,0.03479416,0.03590532
1540.845,0.03757645,0.03734853,0.03728329,0.03819592,0.03660726,0.03785754,0.03512055,0.03854769,0.03856156,0.03871411,0.0373038,0.03513022,0.03617677
