wavenumber, 25C 0_ MeOH, 25C 20MeOH 1WEEK, 50C 0_ MeOH 1WEEK, 50C 0_MeOH 4WEEK, 50C 10MeOH 4WEEK, 50C 20MeOH 1WEEK, 50C 20MeOH 4WEEK, 80C 0_MeOH  4WEEK, 80C 0_MeOH 1WEEK, 80C 10MeOH 1WEEK, 80C 10_MeOH 4WEEK, 80C 20ME 1WEEK, 80C 20MeOH 1WEEK, 80C 20_MeOH 4WEEK
1527.346,0.0600595,0.0680192,0.05413832,0.05051179,0.04304647,0.04040042,0.03816969,0.04900251,0.02173034,0.04236906,0.0543433,0.03485899,0.03485899,0.05855643
1529.274,0.05219457,0.05982275,0.047394,0.04517347,0.03900906,0.03477976,0.03343114,0.04341616,0.02021037,0.0378262,0.05002451,0.03092229,0.03092229,0.05250268
1531.203,0.04600585,0.05414714,0.04277278,0.04091441,0.03634624,0.0311476,0.03019087,0.03939923,0.01876153,0.03484847,0.04669398,0.02826898,0.02826898,0.047541
1533.131,0.04128162,0.05076676,0.03966652,0.03772452,0.03509006,0.0289654,0.02828171,0.036272,0.0174438,0.03331993,0.04438721,0.02686971,0.02686971,0.04438622
1535.06,0.03796623,0.04888976,0.03794446,0.03586422,0.03532297,0.02780414,0.02744398,0.03416916,0.0162311,0.03321873,0.04302383,0.02619135,0.02619135,0.04213756
1536.988,0.03572692,0.04851106,0.03738945,0.03497849,0.03681174,0.02731217,0.02727653,0.03336408,0.01523793,0.0340879,0.04255543,0.02579543,0.02579543,0.04104185
1538.917,0.03420787,0.04910716,0.03743289,0.03428112,0.03822562,0.02757675,0.02746318,0.03326502,0.01421767,0.03540873,0.04256928,0.02592213,0.02592213,0.04139481
1540.845,0.03406099,0.04941914,0.03745594,0.03388295,0.03885246,0.02779026,0.02806435,0.03345268,0.01299257,0.0358788,0.04267853,0.02643986,0.02643986,0.04205432
1542.773,0.03466229,0.04877242,0.03740122,0.0339316,0.0381868,0.02779884,0.02824738,0.03382717,0.01186014,0.03518555,0.04278986,0.02665271,0.02665271,0.04152269
1544.702,0.03495145,0.04773482,0.0371638,0.03431017,0.03671264,0.02758533,0.02774042,0.03419866,NaN,0.03390416,0.04348782,0.02652776,0.02652776,0.04155532
1546.63,0.03505784,0.0467204,0.03683698,0.0342528,0.03507996,0.02730109,0.02733398,0.03433932,0.01005312,0.03257246,0.04414795,0.02638204,0.02638204,0.04155062
1548.559,0.03542987,0.04588949,0.03667229,0.03410299,0.03378058,0.02704716,0.02723099,0.03465156,NaN,0.03198346,0.04438067,0.02618189,0.02618189,0.04183656
1550.487,0.03607282,0.04565243,0.03689033,0.03468041,0.03322041,0.02739252,0.02760969,0.03621016,0.008763106,0.03200129,0.04517347,0.02624471,0.02624471,0.04246061
1552.416,0.03712197,0.04645298,0.03741094,0.03581928,0.03334752,0.02820353,0.0282117,0.03821697,0.007918556,0.032529,0.04661496,0.02676962,0.02676962,0.04408333
1554.344,0.03875841,0.04773763,0.03844328,0.03720134,0.03396879,0.02926033,0.0290321,0.03982668,0.00721311,0.03379709,0.04817008,0.02763511,0.02763511,0.04582015
1556.273,0.04010608,0.04890015,0.03972203,0.03869198,0.03492876,0.03017755,0.03006596,0.04135869,0.00646791,0.03517843,0.04959668,0.02865305,0.02865305,0.04742641
1558.201,0.04101472,0.05045321,0.04098825,0.04000027,0.03595747,0.03121916,0.03106442,0.04277096,0.005937534,0.03630679,0.05098174,0.02946815,0.02946815,0.04876615
1560.13,0.04304864,0.05205775,0.04221698,0.04110755,0.03693271,0.03229287,0.03205501,0.04424139,0.005664397,0.03727408,0.05220189,0.03046246,0.03046246,0.05002682
1562.058,0.04574037,0.05375779,0.04362768,0.04235813,0.03819834,0.03362438,0.03337156,0.04552503,0.005280336,0.03856029,0.05356864,0.0315524,0.0315524,0.05158269
1563.987,0.04765598,0.05584488,0.04525116,0.04375878,0.03977003,0.03524203,0.03469843,0.04671801,0.004812881,0.03993637,0.05506457,0.03269301,0.03269301,0.05333102
1565.915,0.04942073,0.05799013,0.04694653,0.04506804,0.04160881,0.03667464,0.03606209,0.04806936,0.004514771,0.04103402,0.05643709,0.03384634,0.03384634,0.05466872
1567.844,0.05129798,0.06036738,0.04895363,0.04685488,0.04355086,0.0381372,0.0378172,0.04955931,0.004301186,0.04261464,0.05803368,0.0351821,0.0351821,0.05615725
1569.772,0.0532924,0.0634323,0.05145846,0.04865655,0.04578882,0.03997179,0.03984717,0.05120883,0.004197896,0.04494051,0.05976674,0.03676139,0.03676139,0.05820504
1571.7,0.0559871,0.06677175,0.05425942,0.05042988,0.04849135,0.04226222,0.04198556,0.0535324,0.004103393,0.04740014,0.06164673,0.03844469,0.03844469,0.06012902
1573.629,0.05890737,0.07029431,0.05726773,0.0527324,0.05152676,0.04460441,0.04450451,0.05614948,NaN,0.04993637,0.06389671,0.04041719,0.04041719,0.0628958
1575.557,0.06187408,0.07427387,0.06064614,0.05537314,0.05464895,0.04737253,0.04695838,0.0588165,0.003785146,0.05288596,0.06671927,0.0425057,0.0425057,0.06612569
1577.486,0.06584474,0.0782744,0.06402259,0.05819735,0.05746413,0.05018787,0.04950053,0.06177269,NaN,0.05538236,0.06956186,0.04434291,0.04434291,0.06872017
1579.414,0.07035824,0.08210989,0.0672418,0.06119875,0.05919002,0.05267913,0.05196868,0.0652592,0.003526621,0.05731083,0.07237542,0.04601355,0.04601355,0.07162961
1581.343,0.07462615,0.08554874,0.07015658,0.06403588,0.0601337,0.05491535,0.05401362,0.06868885,0.003469904,0.05909799,0.07555716,0.04779178,0.04779178,0.07477947
1583.271,0.07855962,0.0888278,0.07300858,0.06688984,0.06105156,0.05722596,0.05630822,0.07187648,0.003523948,0.0606005,0.07868192,0.04944728,0.04944728,0.07834769
1585.2,0.0824385,0.09211136,0.07574241,0.06984071,0.06223119,0.05966322,0.05838049,0.07516596,0.00346102,0.0617639,0.08135366,0.05083566,0.05083566,0.08184673
1587.128,0.08655833,0.09494642,0.078325,0.07261566,0.06349795,0.06198428,0.05978458,0.07833404,0.003473945,0.06302974,0.08382382,0.0522535,0.0522535,0.08501244
1589.057,0.0904295,0.09784859,0.08107071,0.07504227,0.06467348,0.06403238,0.06119169,0.08145013,0.003544325,0.06493036,0.08655425,0.05385121,0.05385121,0.08803549
1590.985,0.09398668,0.1008044,0.08400362,0.07755642,0.06586271,0.06582141,0.06296474,0.08456891,0.003581307,0.06667191,0.08968376,0.05549974,0.05549974,0.09147097
1592.914,0.09751791,0.103715,0.08665885,0.07985228,0.06725436,0.06770658,0.06483953,0.08761455,0.003664234,0.06831978,0.09276064,0.05699721,0.05699721,0.09486227
1594.842,0.1009562,0.1065738,0.0887804,0.0821247,0.06848691,0.06943778,0.06660388,0.09074082,0.003634129,0.06992213,0.09540495,0.05834308,0.05834308,0.09800689
1596.771,0.1040687,0.1089603,0.09051989,0.08429211,0.06942549,0.07134371,0.06777006,0.0935486,0.00355732,0.07170323,0.09779597,0.05951028,0.05951028,0.1008827
1598.699,0.1060488,0.1106111,0.09180772,0.08602241,0.0700286,0.07276792,0.06852172,0.09613231,0.003583645,0.0731947,0.1005072,0.0603761,0.0603761,0.1030938
1600.627,0.1074639,0.1113695,0.09271285,0.08722254,0.07049813,0.07316948,0.06899184,0.09856248,0.003539615,0.07402579,0.1030995,0.06099829,0.06099829,0.1049593
1602.556,0.1084634,0.1111063,0.09296992,0.08787851,0.07049941,0.07257325,0.06901836,0.1001206,NaN,0.07456765,0.1050853,0.06103928,0.06103928,0.1069707
1604.484,0.1085096,0.1104207,0.09218021,0.08821411,0.06994089,0.07168236,0.06812113,0.101009,0.003500099,0.07466065,0.1066454,0.06065235,0.06065235,0.1079674
1606.413,0.1081945,0.1090938,0.09057218,0.08795968,0.06912577,0.07070681,0.06664857,0.1017021,NaN,0.07443528,0.107999,0.0601619,0.0601619,0.1082724
1608.341,0.1078247,0.107503,0.08884247,0.08704849,0.06811384,0.06944268,0.0653175,0.1020221,0.003370518,0.07362712,0.109306,0.05928887,0.05928887,0.1088215
1610.27,0.1074043,0.1055377,0.08727123,0.08610324,0.06681529,0.06824607,0.06396607,0.1020049,0.003246183,0.07271829,0.1104019,0.05790202,0.05790202,0.1091788
1612.198,0.1062518,0.1030137,0.08528858,0.08504275,0.06514235,0.06629317,0.06235905,0.1016493,0.003290951,0.0715308,0.1108939,0.05644947,0.05644947,0.1084029
1614.127,0.104244,0.09988868,0.08257072,0.0834259,0.06289557,0.06351831,0.05983709,0.1006382,0.003571819,0.06934848,0.1108244,0.05455698,0.05455698,0.1075926
1616.055,0.101736,0.0959468,0.07907942,0.08137884,0.06047911,0.0605877,0.05716144,0.09924211,0.003707676,0.06690631,0.1108369,0.05205865,0.05205865,0.1071883
1617.984,0.09971482,0.09191785,0.07518786,0.07941091,0.05803705,0.05759229,0.05414234,0.09741224,0.003714192,0.06453726,0.1107934,0.0494334,0.0494334,0.1050794
1619.912,0.09822652,0.08851398,0.07215036,0.07747931,0.05565896,0.05480203,0.05136372,0.09589022,0.003598212,0.06202995,0.1109266,0.04710545,0.04710545,0.1032223
1621.841,0.09656783,0.08571929,0.06986025,0.07583287,0.05359361,0.0524863,0.04940291,0.09475829,0.003436005,0.06019497,0.1112303,0.04541564,0.04541564,0.1026118
1623.769,0.09550723,0.08322556,0.06794488,0.07467643,0.05223369,0.05096657,0.04752222,0.09413551,0.003400638,0.0590604,0.1113213,0.04373133,0.04373133,0.1022892
1625.698,0.09488297,0.08128346,0.06630618,0.07394662,0.05120048,0.04980826,0.04603653,0.0940358,0.003352019,0.05808466,0.1117603,0.04235167,0.04235167,0.1016027
1627.626,0.09471345,0.07999323,0.06528573,0.07368306,0.05024396,0.04861467,0.04526613,0.09404544,0.003385377,0.05718793,0.1125219,0.04146823,0.04146823,0.1015172
1629.554,0.09464905,0.07915288,0.06465218,0.07360891,0.04980012,0.04788189,0.04463133,0.09405955,0.003254262,0.05636461,0.113392,0.04045806,0.04045806,0.1014172
1631.483,0.09434474,0.07894719,0.06432842,0.07359886,0.04979603,0.04735487,0.04397387,0.09402795,0.003183528,0.05587525,0.1144807,0.03969012,0.03969012,0.1012664
1633.411,0.09445066,0.07880911,0.06454264,0.07367168,0.04970801,0.04694642,0.04372279,0.09406588,0.003420542,0.05543164,0.1150662,0.03948613,0.03948613,0.1015936
1635.34,0.09467179,0.07857312,0.06444282,0.07378414,0.04949002,0.04709345,0.04368249,0.09434161,0.003483698,0.05525858,0.1155249,0.03934282,0.03934282,0.1023326
1637.268,0.09517741,0.07857217,0.06432542,0.07379752,0.04956321,0.04730019,0.04377556,0.09463871,0.003365041,0.0553821,0.1157653,0.03912294,0.03912294,0.1027261
1639.197,0.09571341,0.07887701,0.06477767,0.07375362,0.04963724,0.04728995,0.04412213,0.09511237,0.00312709,0.05554696,0.1158563,0.03918436,0.03918436,0.10243
1641.125,0.09584019,0.0794456,0.06521314,0.07405903,0.04979495,0.04760373,0.04460496,0.09535422,0.002994951,0.0559112,0.1156574,0.0392838,0.0392838,0.1019757
1643.054,0.09587812,0.07978009,0.06543875,0.07451355,0.05037756,0.04815842,0.04453858,0.09534179,0.003102795,0.0558887,0.115313,0.03929512,0.03929512,0.1019423
1644.982,0.09549052,0.08002163,0.06595179,0.07462894,0.05069328,0.04859788,0.04450506,0.09538195,0.003262741,0.05607475,0.1149459,0.03947209,0.03947209,0.101912
1646.911,0.09531964,0.08060218,0.06658155,0.07478628,0.05120924,0.04905937,0.04501651,0.09533858,0.00321664,0.05660628,0.1142849,0.03984542,0.03984542,0.1018266
1648.839,0.09574336,0.08129545,0.06701506,0.0749897,0.05160232,0.04954925,0.04579044,0.0954115,0.003167707,0.056926,0.1136066,0.04001549,0.04001549,0.1013535
1650.768,0.09563717,0.08191815,0.06753425,0.07476471,0.05184941,0.05022752,0.04618882,0.09543896,0.003138971,0.05698259,0.1128329,0.04027775,0.04027775,0.1014381
1652.696,0.09474061,0.08233027,0.06812667,0.07442683,0.05223552,0.0505826,0.0466396,0.09528555,0.00326204,0.05712523,0.112045,0.04099859,0.04099859,0.1012647
1654.625,0.09487939,0.0830147,0.06877835,0.0744293,0.05279525,0.05108336,0.04739119,0.09526765,0.003363004,0.05768881,0.111012,0.04155434,0.04155434,0.1005901
1656.553,0.09510712,0.0835679,0.06936143,0.07455305,0.05316453,0.05172633,0.04790087,0.09520118,0.003367612,0.05822077,0.1099186,0.04196479,0.04196479,0.09987184
1658.481,0.09465003,0.0839672,0.06959017,0.07446439,0.05337317,0.05211928,0.04836174,0.09491612,0.003351084,0.05880883,0.1086646,0.04208659,0.04208659,0.09900448
1660.41,0.09406045,0.08440272,0.06986052,0.07436167,0.05388947,0.05244992,0.04867508,0.09487337,0.003331617,0.05926077,0.1073537,0.04247025,0.04247025,0.09847277
1662.338,0.09353853,0.0848477,0.07017757,0.07411122,0.05414061,0.05280689,0.04895748,0.09497141,0.003324606,0.0594088,0.1061324,0.04333527,0.04333527,0.09837872
1664.267,0.09328372,0.08519737,0.07069632,0.07381987,0.05436699,0.05324498,0.04957354,0.09531192,0.003217775,0.05989661,0.1050223,0.04391143,0.04391143,0.09805759
1666.195,0.092997,0.0858561,0.07145021,0.0737442,0.05509432,0.05399812,0.0500998,0.09609688,0.003144711,0.06073538,0.1040854,0.04439587,0.04439587,0.09735221
1668.124,0.09209714,0.08650059,0.07204369,0.07378186,0.05587645,0.05466624,0.050763,0.0970052,0.003268316,0.06160334,0.1031164,0.04515174,0.04515174,0.096939
1670.052,0.09179769,0.0871368,0.0726365,0.07399058,0.05672939,0.05496915,0.05152702,0.09777223,0.003230193,0.06249486,0.1023421,0.04612293,0.04612293,0.09709581
1671.981,0.09219726,0.08784322,0.07330723,0.07417379,0.05731385,0.05568841,0.0520402,0.09912907,0.003281203,0.06342232,0.1020176,0.04714253,0.04714253,0.09688956
1673.909,0.09228507,0.08858321,0.07418298,0.07467498,0.05776961,0.05660934,0.05262814,0.1012686,0.003217475,0.0647011,0.1014791,0.04801355,0.04801355,0.09748726
1675.838,0.09213507,0.08950216,0.07513877,0.07561155,0.05841479,0.05741315,0.05339959,0.1034422,0.003235434,0.0663962,0.1009966,0.04878146,0.04878146,0.09832898
1677.766,0.09246693,0.09060757,0.07619128,0.07649734,0.05931633,0.05821664,0.05425247,0.1058963,0.003331885,0.06827283,0.100919,0.04993436,0.04993436,0.09902605
1679.695,0.09336518,0.09177399,0.07737374,0.07755777,0.06029326,0.05900806,0.0551518,0.1087478,0.003372454,0.07028359,0.1009384,0.05088446,0.05088446,0.09984653
1681.623,0.094344,0.0931776,0.07876438,0.07897159,0.06127078,0.06011102,0.05599894,0.1117859,0.003313154,0.07261175,0.101182,0.05186087,0.05186087,0.1007506
1683.552,0.0952032,0.09505598,0.08058363,0.08073975,0.06254135,0.06150091,0.05726682,0.1152902,0.003251524,0.07517655,0.1017021,0.05344834,0.05344834,0.102354
1685.48,0.09743646,0.09707601,0.08255781,0.08269596,0.06401794,0.06318757,0.05859556,0.1194457,0.00347615,0.07774744,0.1025734,0.0552181,0.0552181,0.1046492
1687.408,0.1003472,0.09955181,0.08482079,0.08509015,0.06574342,0.06496511,0.06015033,0.1236298,0.003569247,0.08086542,0.1035548,0.0569654,0.0569654,0.1061839
1689.337,0.1029881,0.1026072,0.08749177,0.08753968,0.06762035,0.06675366,0.06188187,0.1277056,0.003385979,0.08438819,0.10445,0.05897299,0.05897299,0.1077521
1691.265,0.1057513,0.1054352,0.08997677,0.08998044,0.0694185,0.06851272,0.06323862,0.1319728,0.0032574,0.08790277,0.1052605,0.06079179,0.06079179,0.1093923
1693.194,0.1082399,0.1080974,0.0923815,0.09246353,0.07104968,0.07012574,0.06493394,0.1364829,0.003373757,0.09151343,0.1059677,0.06241214,0.06241214,0.111161
1695.122,0.1099183,0.1108049,0.09449369,0.09495261,0.07246999,0.07150842,0.0664181,0.1406807,0.003579068,0.09491286,0.1064127,0.0638295,0.0638295,0.1125973
1697.051,0.1118421,0.1128065,0.0960767,0.09696357,0.0738679,0.07277767,0.06725401,0.144314,0.003536809,0.09788632,0.106711,0.06481056,0.06481056,0.1143437
1698.979,0.1132035,0.1139293,0.09743571,0.09880938,0.07496186,0.07366356,0.06787189,0.1474508,0.003269251,0.1005484,0.1068214,0.06575333,0.06575333,0.1153421
1700.908,0.1136894,0.1150544,0.09824006,0.1003089,0.07571582,0.07413983,0.06820536,0.1499735,0.0031619,0.1030638,0.1067893,0.06639095,0.06639095,0.1149273
1702.836,0.1143958,0.1157686,0.09856813,0.1013506,0.07613812,0.07439407,0.06813245,0.1519058,0.003242511,0.1050966,0.1064607,0.06647335,0.06647335,0.1147626
1704.765,0.1144651,0.115957,0.0984534,0.1020704,0.07630608,0.07452646,0.06788541,0.1529526,0.003315324,0.1067341,0.1058773,0.06629726,0.06629726,0.1141613
1706.693,0.1142093,0.1155592,0.09797534,0.1022068,0.07641211,0.07411417,0.06753708,0.1531315,0.003444321,0.1081138,0.1050553,0.06604443,0.06604443,0.1131885
1708.622,0.1135498,0.1144615,0.09719095,0.1018657,0.07591317,0.07335556,0.06696492,0.1525971,0.003396197,0.1086771,0.1037844,0.06563341,0.06563341,0.1116837
1710.55,0.111894,0.1129377,0.09595027,0.1013075,0.07502168,0.072446,0.06593598,0.1512194,0.003261773,0.1086222,0.1018151,0.06484134,0.06484134,0.1100937
1712.479,0.10997,0.1111561,0.09400857,0.09981646,0.07389881,0.07096634,0.06467371,0.1491872,0.003111304,0.107951,0.09979757,0.06370424,0.06370424,0.1082165
1714.407,0.107856,0.1091157,0.09185369,0.09806025,0.07244533,0.06924172,0.06338632,0.1465263,0.003162267,0.1066375,0.0980186,0.06218864,0.06218864,0.1064253
1716.335,0.1050972,0.1065882,0.08969561,0.09636253,0.07073461,0.06708191,0.06171073,0.143161,0.003270853,0.1049048,0.09603384,0.06042149,0.06042149,0.1047912
1718.264,0.1023155,0.1038143,0.08706424,0.09419087,0.06914466,0.06479775,0.05974906,0.1389995,0.00314638,0.1029171,0.09358415,0.05882811,0.05882811,0.1021628
1720.192,0.09963871,0.1010043,0.08410785,0.09170458,0.06756491,0.06290136,0.05803584,0.1346389,0.003198949,0.1008337,0.09125301,0.0572754,0.0572754,0.09964663
1722.121,0.09630904,0.098161,0.08110714,0.08890041,0.0656173,0.06079438,0.05633115,0.1300022,0.003295759,0.0984285,0.0886744,0.05534299,0.05534299,0.09722971
1724.049,0.092496,0.09509315,0.07824179,0.08563372,0.06358785,0.05824687,0.05445022,0.1248571,0.003376729,0.09550282,0.0857088,0.05329049,0.05329049,0.09414917
1725.978,0.08843359,0.0915862,0.07499576,0.08227,0.06151103,0.05609896,0.0524196,0.1193182,0.003385845,0.09252605,0.08280761,0.05180454,0.05180454,0.09098438
1727.906,0.084343,0.08833953,0.07162344,0.07902607,0.05956341,0.05425863,0.05055017,0.1134013,0.003315791,0.08972897,0.07961667,0.05049917,0.05049917,0.08763737
1729.835,0.08026699,0.08541702,0.06905985,0.07609059,0.05768957,0.05242966,0.04903252,0.1073124,0.003312519,0.08719123,0.07645909,0.04901686,0.04901686,0.08416378
1731.763,0.07628135,0.08262061,0.06681661,0.07307946,0.05582438,0.05069045,0.04768478,0.1015949,0.003285943,0.0847497,0.07343861,0.04752599,0.04752599,0.0813406
1733.692,0.07245637,0.0800898,0.0647746,0.07054755,0.05417465,0.04897369,0.0463664,0.09663012,0.003357695,0.08217403,0.07048699,0.04629485,0.04629485,0.07835559
1735.62,0.06991656,0.0776052,0.06284077,0.06850441,0.05278463,0.04730318,0.04519277,0.09220513,0.003367679,0.07962269,0.06765539,0.04509855,0.04509855,0.07482623
1737.549,0.06788188,0.07516193,0.06089638,0.06619862,0.05132188,0.04601203,0.04386455,0.08780652,0.00342318,0.07708953,0.06503515,0.04391371,0.04391371,0.0719478
1739.477,0.06530137,0.07305284,0.05902582,0.06403504,0.04984219,0.04457959,0.04223512,0.08367845,0.003169677,0.07445302,0.0627057,0.04256044,0.04256044,0.06869785
1741.406,0.06249554,0.0706948,0.05700639,0.0619766,0.04813417,0.04287236,0.04041028,0.07978164,0.003074997,0.07184943,0.06038612,0.04111721,0.04111721,0.06498878
1743.334,0.05979895,0.06779039,0.0547779,0.05972793,0.0463469,0.04096927,0.03852513,0.07588322,0.003304439,0.06935742,0.05775632,0.03955556,0.03955556,0.06136083
1745.262,0.05724255,0.06491993,0.05271429,0.05752166,0.04448065,0.03901628,0.03689167,0.07243292,0.003357528,0.06674428,0.05539479,0.03806992,0.03806992,0.05854505
1747.191,0.05456828,0.06228366,0.0509453,0.0553789,0.04274043,0.03724249,0.03511836,0.06951846,0.003265145,0.06414752,0.05327952,0.03652688,0.03652688,0.0557815
1749.119,0.0517338,0.05973868,0.04926438,0.05350474,0.04117399,0.03564933,0.0334767,0.06681912,0.003138137,0.06188982,0.05116365,0.03494036,0.03494036,0.05292066
1751.048,0.0494188,0.05731574,0.04739888,0.05167613,0.03968463,0.03436388,0.0320365,0.06414767,0.003302803,0.05963654,0.04924909,0.03366366,0.03366366,0.05072281
1752.976,0.04779992,0.0550883,0.0457889,0.04974576,0.03821788,0.03318236,0.03096613,0.06176218,0.003410156,0.05736066,0.04743643,0.03276465,0.03276465,0.04899624
1754.905,0.04624819,0.05315955,0.04438112,0.04817352,0.03675934,0.03201499,0.02983972,0.05912152,0.003514428,0.05521147,0.04554401,0.0316325,0.0316325,0.04739637
1756.833,0.04452503,0.05120577,0.04272003,0.04655211,0.03565767,0.03062019,0.02863287,0.05642807,0.003463425,0.0531451,0.04385183,0.03036402,0.03036402,0.04560422
1758.762,0.04251549,0.04928346,0.04101906,0.04499292,0.03431934,0.02920295,0.02746996,0.05406168,0.003464627,0.05124253,0.04242079,0.02915593,0.02915593,0.04395748
1760.69,0.04052935,0.04728149,0.03932276,0.04320046,0.03292446,0.02787639,0.02630782,0.05161459,0.003500266,0.04938272,0.04087476,0.02813279,0.02813279,0.04265942
1762.619,0.03851594,0.04523738,0.03741733,0.04114005,0.03160435,0.02647335,0.0250605,0.04888046,0.003287212,0.04718393,0.03914237,0.02705996,0.02705996,0.04088365
1764.547,0.03661224,0.0432987,0.03546773,0.03948257,0.03016384,0.02494384,0.02374052,0.04597332,0.003295559,0.04497384,0.03739667,0.02596192,0.02596192,0.03906728
1766.476,0.0349168,0.04130115,0.03373145,0.03787092,0.02906494,0.0236359,0.02262727,0.04311585,0.003372889,0.04287338,0.03555805,0.02482794,0.02482794,0.03719535
1768.404,0.03323733,0.03944818,0.03225743,0.03622766,0.02811391,0.02260573,0.02170902,0.04027578,0.0034338,0.04050451,0.03407812,0.02371316,0.02371316,0.03536919
1770.333,0.03162013,0.03788021,0.03096552,0.03471153,0.02698774,0.02158072,0.02071472,0.03760885,0.003809312,0.03858064,0.03256178,0.02271873,0.02271873,0.03416382
1772.261,0.0301204,0.0364392,0.02970616,0.03305355,0.02590339,0.0204347,0.01962343,0.03512537,0.003760714,0.03691176,0.0310431,0.02165814,0.02165814,0.03351188
1774.189,0.02891026,0.03509796,0.02831927,0.03163125,0.02519033,0.01943451,0.01853478,0.0327699,0.003569347,0.03524997,0.02959519,0.02066652,0.02066652,0.03185016
1776.118,0.02758571,0.0336686,0.02683757,0.03062129,0.02455771,0.01849152,0.01769933,0.0304196,0.003421644,0.03360695,0.02798285,0.01975702,0.01975702,0.02993151
1778.046,0.02608304,0.03218092,0.02564964,0.02934658,0.02353347,0.01726576,0.01689142,0.028077,0.003423948,0.03185975,0.02653195,0.01892247,0.01892247,0.02809567
1779.975,0.02469664,0.03075407,0.02450771,0.02781071,0.02225965,0.0161062,0.016166,0.02604659,0.003727025,0.02996573,0.02538915,0.01807329,0.01807329,0.02675225
1781.903,0.02340907,0.02940429,0.02348258,0.02655301,0.02147459,0.01530791,0.01557814,0.02393283,0.003812822,0.02801377,0.02427738,0.01723118,0.01723118,0.02540253
1783.832,0.02225041,0.0284251,0.02263537,0.02539554,0.02082243,0.01464667,0.01481627,0.02176664,0.003616287,0.02634704,0.02306556,0.01637102,0.01637102,0.02421294
1785.76,0.02111275,0.02735653,0.02145228,0.02433603,0.02015501,0.01397682,0.01413842,0.02000891,0.003615552,0.02487748,0.02165448,0.01543664,0.01543664,0.02300421
1787.689,0.02006339,0.02640447,0.02041286,0.02347625,0.01953355,0.01320531,0.01350952,0.01857741,0.003701393,0.02343596,0.02062615,0.01467025,0.01467025,0.02193479
1789.617,0.01929607,0.02567611,0.01977193,0.02258458,0.01891482,0.01265843,0.01292815,0.01698117,0.003745874,0.02197428,0.01980266,0.01414897,0.01414897,0.02082355
1791.546,0.01854906,0.02488033,0.0188852,0.02154903,0.01820284,0.01222843,0.01243892,0.01542874,0.003764223,0.02054276,0.01899128,0.01373562,0.01373562,0.02038608
1793.474,0.01780733,0.024039,0.01801419,0.02056156,0.0176654,0.01152034,0.01184172,0.01400707,0.00356036,0.01903289,0.01824109,0.01326089,0.01326089,0.02003164
1795.403,0.01692952,0.02326306,0.01754333,0.01973472,0.01706411,0.01098349,0.01124554,0.0126163,0.003486103,0.01779766,0.01747354,0.01258485,0.01258485,0.01906696
1797.331,0.01610321,0.02266965,0.01709943,0.01887734,0.01640408,0.01062526,0.0108805,0.01125789,0.003607867,0.01660508,0.01676106,0.0118091,0.0118091,0.01797555
1799.26,0.01532641,0.02207861,0.01644699,0.01814649,0.01580264,0.009967136,0.01038543,0.01022104,0.003621833,0.01535685,0.01608794,0.01138834,0.01138834,0.01730365
1801.188,0.01448254,0.0211857,0.01562465,0.01757482,0.01538706,0.009333269,0.01012536,0.009345795,0.003580338,0.01414181,0.01555232,0.01101598,0.01101598,0.01643392
1803.116,0.01412127,0.02023165,0.01492318,0.01701649,0.01502247,0.008875705,0.009885709,0.008476023,0.003690633,0.01314906,0.01505423,0.01043495,0.01043495,0.01598311
1805.045,0.01376332,0.01951928,0.01447168,0.01639424,0.01456915,0.008362716,0.009357205,0.007762453,0.003828299,0.01239453,0.01454541,0.009994463,0.009994463,0.01582371
1806.973,0.01326663,0.01903154,0.01401401,0.01586123,0.01405816,0.007812547,0.008858728,0.006974793,0.003679438,0.01149833,0.01417221,0.009687084,0.009687084,0.01547715
1808.902,0.01268388,0.01855421,0.01344366,0.01546022,0.0136663,0.007337406,0.008453825,0.006187281,0.003461988,0.01081874,0.01370443,0.009430068,0.009430068,0.01502703
1810.83,0.0121675,0.0182611,0.01294324,0.01511348,0.01341536,0.007158133,0.008069586,0.005717238,0.003494855,0.01049682,0.01330223,0.009320472,0.009320472,0.01459232
1812.759,0.01194044,0.01799323,0.01258942,0.01467638,0.01317973,0.006924963,0.007804889,0.005339168,0.003690633,0.009944489,0.01316976,0.009279682,0.009279682,0.01423294
1814.687,0.01171027,0.01732837,0.01215032,0.01430293,0.01279651,0.006603431,0.007730443,0.004692018,0.003664468,0.009475715,0.01298738,0.009049328,0.009049328,0.01383429
1816.616,0.01144706,0.01680886,0.0119401,0.01418036,0.01249338,0.00648402,0.007702954,0.004434426,0.003593334,0.00919554,0.01272666,0.008731157,0.008731157,0.01353642
1818.544,0.01129978,0.01673371,0.01189246,0.01394329,0.01236927,0.006383101,0.007631728,0.004205825,0.003540584,0.008655435,0.01248738,0.00855107,0.00855107,0.0135892
1820.473,0.01112743,0.0167313,0.01163883,0.01359125,0.01226452,0.006263144,0.007497437,0.00377943,0.003553612,0.008187375,0.01235945,0.008407678,0.008407678,0.01341686
1822.401,0.01084197,0.01670916,0.01141852,0.01344847,0.01232939,0.006196927,0.007391968,0.003583278,0.003460419,0.008146859,0.01238676,0.00828456,0.00828456,0.01303937
1824.33,0.01069925,0.01657293,0.01139426,0.01336431,0.01237762,0.006206742,0.007330364,0.00365959,0.003431863,0.008351874,0.01222833,0.008204257,0.008204257,0.01277385
